model,gene_region,observed_time_since_infection,model_derived_time_since_infection_mean,model_derived_time_since_infection_0.055_quantile,model_derived_time_since_infection_0.945_quantile
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),19.06,8.4255967080908,-0.16248982280971,1.56831952235221
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),19.06,8.09295277363704,-0.23719673845901,1.57790994300328
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),4.06,20.0586978593367,-0.0515206066784833,3.445307005166
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),1,1.20111370435805,-0.700464201163809,0.891736343883173
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),1,1.96106858805934,-0.634822338755997,0.971788315805403
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),1,2.74874913288097,-0.571691927776589,1.03564133842175
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),9,4.57314186745993,-0.462662958068906,1.19711623889102
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),9,6.82332074341218,-0.343947797874024,1.48353857523687
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),15,9.62770277036869,-0.1592189168216,1.76596617796718
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),9,10.0014769486677,-0.27771470331314,1.95407482538774
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),15,10.7911090320499,-0.24805301182847,2.05479493522895
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),6,4.24193136057258,-0.480337200971055,1.17929584826477
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),6,4.60461776174482,-0.493547012461198,1.26671181101301
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),6,5.72806735975796,-0.411209152931779,1.35667347287715
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),12,6.71723027082088,-0.397819315471059,1.52619092622158
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),12,10.6392460783613,-0.18437740278647,1.94902775897252
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),12,12.3012287431218,-0.0350046112295097,2.09249768255441
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),15,9.58588101200523,-0.299800121871513,1.9032879788264
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),15,15.0893620195145,0.079560287671571,2.42514069751373
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),15,13.1550996415837,-0.0940416528317782,2.29439625879104
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),5.94,7.15508577138328,-0.288152098870099,1.47759927226933
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),5.94,6.65334297789104,-0.359794215519597,1.45492560020316
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),11.94,8.15749702725877,-0.237027788461831,1.5890528758423
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),11.94,7.57251239593913,-0.306752852883319,1.56152709415018
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),17.94,11.1582255010016,-0.165485126008812,2.02361346879582
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),17.94,19.055079514519,0.229090830276125,2.95174582628664
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),5.94,14.8903746243043,-0.163420585656856,2.66694988631375
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),17.94,14.8789009145534,-0.150476253083126,2.64902604563077
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),11.94,17.3629598593979,-0.12773670644504,3.0112864327177
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),6,8.76176684152001,-0.194132941018274,1.66492782588504
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),1,8.90137017225368,-0.191654893718922,1.66756211627775
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),12,12.8220427673669,0.00117248640141716,2.13543165225497
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),1,14.1790016474892,-0.0251202208575666,2.37784241936291
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),1,12.51000995884,-0.202523327597379,2.30420903601216
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),12,13.2678080817677,-0.167022514373492,2.39463012497915
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),6,16.4073726240336,0.0472590539954118,2.68998143045594
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),6,16.364013914275,-0.10660409440645,2.85944130734984
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),12,20.8739952313678,0.181738392744195,3.30628945691249
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),4.49,0.801114852417306,-0.72259585844037,0.846668865340593
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),1.49,2.55257967355742,-0.594565124720461,1.0195060876896
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),1.49,4.25119107923405,-0.473509039292158,1.19190285400793
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),4.49,6.39480890225309,-0.333982246337283,1.39712850472104
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),1.49,6.97223352355691,-0.283557590274204,1.4674625829909
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),4.49,6.65863667841919,-0.382726643156909,1.49423484200301
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),6,12.2862899391231,-0.030007130119964,2.0795157955883
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),12,12.474649591628,-0.0264520403130247,2.10873004858996
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),18,19.3736764397032,0.245923761913711,2.98855930061897
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),12,18.2795357832976,0.0979632790351116,2.95811111890847
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),18,17.5699017056629,-0.0879431040951866,3.03150852139391
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),6,21.556038126663,0.203022139766791,3.41796166757654
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),18,24.7000205334817,0.274311063807875,3.87445479358317
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),12,23.1029975729918,-0.00569639172732163,3.88094468811668
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),6,23.8628235737957,0.0104535818444799,4.01271747901651
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),1.06,2.02199833142255,-0.617371573732214,0.969550171121388
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),1.06,5.11438583861041,-0.40349743595427,1.26638780512129
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),1.06,6.35450273195606,-0.400659249474752,1.46067959797963
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),10.06,10.3083851159043,-0.277417136621354,1.99913445659761
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),22.06,19.9750425853586,-0.111215798796914,3.4603105506293
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),22.06,25.9498744770638,0.263937949851916,4.09800879195735
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),21.96,0.88627131838381,-0.66265241989111,0.813421442266693
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),6.96,1.06622316756257,-0.657136381779811,0.834020448603774
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),6.96,10.6986687737225,-0.0788273476464144,1.84443025973134
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),12.96,8.93277666928021,-0.217070916753362,1.69930854442756
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),6.96,10.9105350890057,-0.13632519943772,1.96807114991129
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),12.96,17.3613974676726,0.223959638856837,2.6872416177628
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),12.96,15.3769533672447,-0.134830424502028,2.7226454196842
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),21.96,21.5739009611611,0.185642031847956,3.43078865462556
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),21.96,32.4622425567403,0.723925810473113,4.70707740307255
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),13.52,5.37854202607568,-0.399962565890831,1.28575763205432
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),19.52,4.66113749723934,-0.447818208555135,1.23478915050289
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),13.52,5.97903250346946,-0.393302397382241,1.38395647473905
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),6.55,5.20715111304821,-0.436047428057664,1.29227489100265
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),6.55,7.74174684989024,-0.280245077824942,1.55974098136569
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),12.55,11.444764727184,-0.20252274893844,2.11181249619742
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),1.55,18.538515134321,-0.061612851749374,3.16944818164689
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),7.06,5.8585030370955,-0.374705837546008,1.35350958537231
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),7.06,7.88281161450876,-0.244536969593756,1.55380208757498
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),1.06,8.65048150968288,-0.207689713965916,1.63310595905162
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),1.06,7.6837096946311,-0.286463926257463,1.57301237649204
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),19.06,14.8048959776204,0.079077128208752,2.3984473762062
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),19.06,14.1957736065112,-0.0190785055269338,2.39249257048754
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),7.06,12.8805455932262,-0.152849192506666,2.32018766806646
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),1.06,15.5113041374552,-0.0739621954471437,2.67611553700993
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),19.06,45.4448050633437,0.376199063359464,Inf
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),24,1.13105233505467,-0.629057277064302,0.821234766364421
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),12,11.0393380292861,-0.203580823076643,2.04281274031647
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),12,16.7277032962558,0.193553301158291,2.59748515587913
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),6,20.9894610847123,0.362583614503228,3.1551497495313
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),6,16.489044602051,-0.0878008432370924,2.84762330769663
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),6,22.4324936210987,0.265612889532215,3.50594024090524
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),6,3.96760165598915,-0.490960839709102,1.14610608463038
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),6,3.94192174788164,-0.50738426421266,1.15143088887906
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),6,4.52645369511481,-0.492392189622487,1.25202376728802
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),12,7.81828415408341,-0.351867395844362,1.65217622034725
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),24,15.5253942797557,0.106434362530582,2.49288808611516
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),12,13.477087536977,-0.0765520305788436,2.32417952015006
"infant-trained
hierarchical
model (Normal)",gene region 3 (within pol),12,16.1895245792696,0.123506798686903,2.59147980521229
"infant-trained
hierarchical
model (Normal)",gene region 2 (within pol),24,19.521462691634,0.0913829741121972,3.17691593403741
"infant-trained
hierarchical
model (Normal)",gene region 1 (within gag),24,21.3397177824517,-0.0764587575014513,3.6672661552766
