model,gene_region,difference,mean_absolute_error
"infant-trained
hierarchical
model",gene region 3 (within pol),18.4920223478419,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),18.8366752849852,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),4.85443525504026,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),6.16530255533481,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-2.01841226410919,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-3.95391591300338,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-1.96312329143994,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),0.607693115275902,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-5.58679479075742,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-14.1974848551789,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-5.44395951003565,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),3.4120541121417,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),3.77291260998504,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),1.71958597584186,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-0.257353826451846,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-12.0821632208104,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-0.182379885423432,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-10.8321309190007,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-1.80651696363108,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-10.6344032919092,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),1.74874913288097,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-4.42685813254007,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-5.37229722963132,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-1.75806863942742,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),0.301228743121799,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),0.0893620195145388,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),1.21508577138328,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-3.78250297274123,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),1.11507951451896,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),2.76176684152001,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),7.90137017225368,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),0.822042767366881,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),1.90480890225309,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),5.48223352355691,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),6.2862899391231,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),0.474649591628038,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),1.37367643970316,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),4.05438583861041,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),3.73866877372246,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),4.4013974676726,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),10.5022425567403,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),0.82281161450876,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),7.59048150968288,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-4.25510402237962,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-22.8689476649453,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),4.72770329625576,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),14.9894610847123,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-2.03239834401085,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),-8.47460572024434,5.698
"infant-trained
hierarchical
model",gene region 3 (within pol),4.18952457926958,5.698
"infant-trained
linear models",gene region 3 (within pol),-0.148373704342584,5.031
"infant-trained
linear models",gene region 3 (within pol),-8.95693714271141,5.031
"infant-trained
linear models",gene region 3 (within pol),-13.5331806608869,5.031
"infant-trained
linear models",gene region 3 (within pol),15.1482412231682,5.031
"infant-trained
linear models",gene region 3 (within pol),11.4118141176692,5.031
"infant-trained
linear models",gene region 3 (within pol),12.2936658107536,5.031
"infant-trained
linear models",gene region 3 (within pol),5.75899869797654,5.031
"infant-trained
linear models",gene region 3 (within pol),5.21750535227767,5.031
"infant-trained
linear models",gene region 3 (within pol),-0.164984013354,5.031
"infant-trained
linear models",gene region 3 (within pol),-3.68097915150131,5.031
"infant-trained
linear models",gene region 3 (within pol),-4.83666819119304,5.031
"infant-trained
linear models",gene region 3 (within pol),2.77114690075556,5.031
"infant-trained
linear models",gene region 3 (within pol),-4.42430876914494,5.031
"infant-trained
linear models",gene region 3 (within pol),-14.4316433639697,5.031
"infant-trained
linear models",gene region 3 (within pol),-5.06154956017074,5.031
"infant-trained
linear models",gene region 3 (within pol),1.83989226759037,5.031
"infant-trained
linear models",gene region 3 (within pol),-0.440020361934121,5.031
"infant-trained
linear models",gene region 3 (within pol),-5.39831807831364,5.031
"infant-trained
linear models",gene region 3 (within pol),2.28178713881111,5.031
"infant-trained
linear models",gene region 3 (within pol),0.00196274251897144,5.031
"infant-trained
linear models",gene region 3 (within pol),-10.7898051547437,5.031
"infant-trained
linear models",gene region 3 (within pol),0.881150806225285,5.031
"infant-trained
linear models",gene region 3 (within pol),-8.12529684661505,5.031
"infant-trained
linear models",gene region 3 (within pol),-10.4970532261942,5.031
"infant-trained
linear models",gene region 3 (within pol),4.26948813733527,5.031
"infant-trained
linear models",gene region 3 (within pol),-2.66841798835474,5.031
"infant-trained
linear models",gene region 3 (within pol),-5.62045095162246,5.031
"infant-trained
linear models",gene region 3 (within pol),0.140606392821601,5.031
"infant-trained
linear models",gene region 3 (within pol),-1.04031090838987,5.031
"infant-trained
linear models",gene region 3 (within pol),-2.47273930814628,5.031
"infant-trained
linear models",gene region 3 (within pol),1.9028966648727,5.031
"infant-trained
linear models",gene region 3 (within pol),-3.49536746825897,5.031
"infant-trained
linear models",gene region 3 (within pol),-3.10352435972844,5.031
"infant-trained
linear models",gene region 3 (within pol),7.81611139128319,5.031
"infant-trained
linear models",gene region 3 (within pol),2.76074003952887,5.031
"infant-trained
linear models",gene region 3 (within pol),-0.940458706706725,5.031
"infant-trained
linear models",gene region 3 (within pol),6.19526020419955,5.031
"infant-trained
linear models",gene region 3 (within pol),2.83056036581118,5.031
"infant-trained
linear models",gene region 3 (within pol),4.87385554236063,5.031
"infant-trained
linear models",gene region 3 (within pol),-0.975225642790654,5.031
"infant-trained
linear models",gene region 3 (within pol),-2.93908813786068,5.031
"infant-trained
linear models",gene region 3 (within pol),5.55545591718057,5.031
"infant-trained
linear models",gene region 3 (within pol),2.86111422089436,5.031
"infant-trained
linear models",gene region 3 (within pol),0.85982906573124,5.031
"infant-trained
linear models",gene region 3 (within pol),0.820413747859799,5.031
"infant-trained
linear models",gene region 3 (within pol),7.68972392487501,5.031
"infant-trained
linear models",gene region 3 (within pol),1.21667296758797,5.031
"infant-trained
linear models",gene region 3 (within pol),-6.61790437113276,5.031
"infant-trained
linear models",gene region 3 (within pol),10.0843192790538,5.031
"infant-trained
linear models",gene region 3 (within pol),1.53293764839456,5.031
"infant-trained
linear models",gene region 3 (within pol),-19.846359725644,5.031
"infant-trained
linear models",gene region 3 (within pol),-0.00241744717818015,5.031
"infant-trained
linear models",gene region 3 (within pol),1.33620303157488,5.031
"infant-trained
linear models",gene region 3 (within pol),-11.1159712272784,5.031
